,current_location,current_work,previous_work,latest_Education,major,search_school,latitude,longitude,state,county,city,fips,current_company,previous_company,current_company_industry,previous_company_industry
665,"Seattle, Washington, United States","Vice President of Marketing & E-Commerce at LD Products, Inc.","Sr. Director, Digital Marketing and Direct-to-Consumer Marketing at T-Mobile",+ 1 more,Marketing,Brown University,47.603832,-122.330062,Washington,King,Seattle,53033.0,"LD Products, Inc.",T-Mobile,"423430 Software, computer, packaged, merchant wholesalers",517312
666,"Detroit, Michigan, United States","Founder and CEO at Revela, Inc.",Private Equity Summer Analyst at Susquehanna Growth Equity (SGE),Brown University,"Philosophy, Politics and Economics",Brown University,42.331551,-83.04664,Michigan,Wayne,Detroit,26163.0,"Revela, Inc.",Susquehanna Growth Equity (SGE),,
667,"Lahore, Punjab, Pakistan",Founder at VENRUP,Operations Intelligence Manager at N26,Brown University,High School/Secondary Diplomas and Certificates,Brown University,31.565682,74.314183,پنجاب,,لاہور,,VENRUP,N26,,
668,"New York, New York, United States",Head of Corporate Development & Strategic Partnerships at SEVENROOMS,Head of Revenue Strategy and Operations at SEVENROOMS,2002–2005,,Brown University,40.712728,-74.006015,New York,,New York,36061.0,SEVENROOMS,SEVENROOMS,,"541511 Web (i.e., Internet) page design services, custom"
669,"Los Angeles, California, United States",Founder & CEO at Multitasky,Venture Fellow at Alumni Ventures,Brown University,"A.B. Business, Entrepreneurship & Organizations (Business-Economics Track) and Sociology",Brown University,34.053691,-118.242766,California,Los Angeles,Los Angeles,6037.0,Multitasky,Alumni Ventures,,"523930 Investment advisory services, customized, fees paid by client"
670, Boston,"VP Analytics, Insights, Measurement (AIM) at Hasbro",VP of Homeschooling  at 5-Year Old Inc,Lake Forest Academy,Computer Science,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Hasbro,5-Year Old Inc,"339930 Walkers, baby (vehicles), manufacturing",
671,"New York, New York, United States",Co-Founder/CEO at Hero Cosmetics,,2006–2008,"Finance, Marketing",Brown University,40.712728,-74.006015,New York,,New York,36061.0,Hero Cosmetics,,446120 Perfume stores,
672,"Medina, Washington, United States",Chief Financial Officer at Model N,Chief Financial Officer at K2,Brown University,Economics and History,Brown University,47.620548,-122.226445,Washington,King,,53033.0,Model N,K2,518210 Web hosting,"112112 Feedlots (except stockyards for transportation), cattle"
673,"Milwaukee, Wisconsin, United States",Chief Marketing Officer - Ascension Wisconsin at Ascension,"Vice President, Marketing & Communications at United Way of Greater Milwaukee & Waukesha County",Brown University,Political Science & American Studies,Brown University,43.034993,-87.922497,Wisconsin,Milwaukee,Milwaukee,55079.0,Ascension,United Way of Greater Milwaukee & Waukesha County,446110 Pharmacies,"624190 Welfare service centers, multi-program"
674,"Portland, Oregon, United States",President - Denon Worldwide at Sound United at Sound United,VP/GM - Running - North America at Nike,Brown University,English & American Literature,Brown University,45.520247,-122.674195,Oregon,Multnomah,Portland,41051.0,Sound United,Nike,443142 Video tape stores,"315240 Windbreakers, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)"
675,"Hollywood, Florida, United States",Co-founder and CEO at Creci,Legal Advisor at FlexFunds,Northwestern University - Kellogg School of Management,Economics; Comparative Literature,Brown University,26.011201,-80.14949,Florida,Broward,Hollywood,12011.0,Creci,FlexFunds,,523910 Viatical settlement companies
676, Boston,Founder at Nutrimedy,Director of Bariatric Endoscopy at Beth Israel Deaconess Medical Center,2005–2010,Medicine,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Nutrimedy,Beth Israel Deaconess Medical Center,,622110 Osteopathic hospitals
677,"Haidian , Beijing, China","Managing Director, Head of GC Hi-tech & Internet, Accenture Strategy & Consulting at Accenture","CSO, Group Vice President, Business Group President at TAL Education Group",Brown University,Nano-tech and Biophysics,Brown University,39.958072,116.292405,北京市,,海淀区,,Accenture,TAL Education Group,541330 Traffic engineering consulting services,551112 Public utility holding companies
678,"Greenville, South Carolina, United States",Owner at Beau Welling Design,"EVP at Fazio Golf Course Designers, Inc.",1992–1994,International Business,Brown University,34.851354,-82.398488,South Carolina,Greenville,Greenville,45045.0,Beau Welling Design,"Fazio Golf Course Designers, Inc.",,
679,"Doylestown, Pennsylvania, United States",CEO & Medical Director at Health Quality Partners,Collaborative Partner - Quality Improvement at Doylestown Hospital,University of North Carolina at Chapel Hill,Health Policy and Management,Brown University,40.310045,-75.130459,Pennsylvania,Bucks,,42017.0,Health Quality Partners,Doylestown Hospital,"621991 Sperm banks, human",622110 Osteopathic hospitals
680,"San Francisco, California, United States","Head, Technology Investment Group at GIC","Co Head, Technology Investment Group at GIC",Brown University,Neuroscience,Brown University,37.779026,-122.419906,California,,San Francisco,6075.0,GIC,GIC,524210 Life insurance agencies,524210 Life insurance agencies
681,Los Angeles  ,Vice President Of Product Management at NCQA,"Associate Vice President, Clinical Product Management / Digital Health at Humana",+ 3 more,Engineering,Brown University,34.053691,-118.242766,California,Los Angeles,Los Angeles,6037.0,NCQA,Humana,,524114 Medical service plans without providing health care services
682,"Seattle, Washington, United States",Chief Executive Officer at Pedago,President at EF Education First,1988–1992,Computer Science,Brown University,47.603832,-122.330062,Washington,King,Seattle,53033.0,Pedago,EF Education First,611310 Universities,611610 Voice instruction
683,"New York, New York, United States","Chief Financial Officer at OpenExchange, Inc.","Chief Operating Officer at Oak Hill Advisors, L.P.",Harvard Business School,Economics,Brown University,40.712728,-74.006015,New York,,New York,36061.0,"OpenExchange, Inc.","Oak Hill Advisors, L.P.",517311,"523930 Investment advisory services, customized, fees paid by client"
684,"Boca Raton, Florida, United States",Chief Medical and Strategy Officer at Modernizing Medicine,Assistant Program Director of Dermatology Residency at Harvard Medical School,Harvard Medical School,Dermatology Residency,Brown University,26.358688,-80.083098,Florida,Palm Beach,Boca Raton,12099.0,Modernizing Medicine,Harvard Medical School,"511210 Utility software, computer, packaged",611310 Universities
685, Seattle ,Founder at Rubato Consulting Group,"Vice President, Investor Relations at Tableau Software",Brown University,Comparative Literature,Brown University,47.603832,-122.330062,Washington,King,Seattle,53033.0,Rubato Consulting Group,Tableau Software,,"541511 Web (i.e., Internet) page design services, custom"
686, Boston,Vice President at Silversmith Capital Partners,Private Equity Associate at Vector Capital,Harvard University,History,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Silversmith Capital Partners,Vector Capital,,523910 Viatical settlement companies
687,"Lafayette, California, United States",Director of Marketing Strategy at Albertsons Companies,Senior Marketing/Innovation Manager at Dreyer's Grand Ice Cream,Northwestern University - Kellogg School of Management,Marketing,Brown University,37.885758,-122.11802,California,Contra Costa,,6013.0,Albertsons Companies,Dreyer's Grand Ice Cream,446191 Vitamin stores,424430 Yogurt merchant wholesalers
688, Chicago ,Senior Vice President - Head of Risk Innovation and Research at Northern Trust Corporation,Senior Vice President - Manager of PPNR and Investment Securities Modeling at Northern Trust Corporation,1994–1999,Economics,Brown University,41.875562,-87.624421,Illinois,Cook,Chicago,17031.0,Northern Trust Corporation,Northern Trust Corporation,522110 State commercial banks,522110 State commercial banks
689,"Boston, Massachusetts, United States",Founder & CEO at EverTrue,Board Member at Brown University,Harvard Business School,"Business Administration and Management, General",Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,EverTrue,Brown University,"511210 Utility software, computer, packaged",611310 Universities
690, Boston,Vice President at Andon Electronics Corporation,Product Marketing and Messaging Consultant at SRT Associates,Brown University,"Psychology, Communications",Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Andon Electronics Corporation,SRT Associates,"423690 Video tapes, blank, merchant wholesalers",
691,San Francisco Bay ,"Senior Director, Product Management at Stem, Inc.","Senior Product Manager at Stem, Inc.",Massachusetts Institute of Technology - Sloan School of Management,Environmental Science,Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,"Stem, Inc.","Stem, Inc.","325411 Vitamins, uncompounded, manufacturing","325411 Vitamins, uncompounded, manufacturing"
692,"Bellevue, Washington, United States","Marketing Director, North America at Kalypso Media Group",Director of Marketing & Community Relations at Her Interactive,University of Wisconsin-Madison,Business & Management Program,Brown University,47.614422,-122.192337,Washington,King,Bellevue,53033.0,Kalypso Media Group,Her Interactive,,"511210 Utility software, computer, packaged"
693,"New York, New York, United States",Housing Innovation at Catalyst Housing Group,Director of Housing at Sidewalk Labs,Brown University,Architectural Studies with Honors,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Catalyst Housing Group,Sidewalk Labs,531110 Town house rental or leasing,
694,"Manhasset, New York, United States",Owner at Sivan Properties,Principal at Corner Light Capital,Brown University,"Architecture, Urban Studies",Brown University,40.795689,-73.69891,New York,Nassau,,36059.0,Sivan Properties,Corner Light Capital,,
695,San Francisco Bay ,Chief Design Officer at Zillow,VP of Digital Design at Nike,Rhode Island School of Design,Graphic Design,Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,Zillow,Nike,517311,"315240 Windbreakers, women's, girls', and infants', cut and sewn from purchased fabric (except apparel contractors)"
696,San Francisco Bay ,"Senior Director, People Strategy & Insights at Stitch Fix","Director, People Strategy & Insights at Stitch Fix",Harvard Business School,,Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,Stitch Fix,Stitch Fix,454110,454110
697,"Providence, Rhode Island, United States",Customer Success Manager at Seamless Chex,Analyst Intern at Ashe Insurance,Brown University,Community Entrepreneurship,Brown University,41.823989,-71.412834,Rhode Island,Providence,Providence,44007.0,Seamless Chex,Ashe Insurance,"541511 Web (i.e., Internet) page design services, custom",
698,"San Diego, California, United States",Partner at West 4th Capital,Associate Director at UBS,New York University - Leonard N. Stern School of Business,Mathematical Economics,Brown University,32.71742,-117.162773,California,San Diego,San Diego,6073.0,West 4th Capital,UBS,,522110 State commercial banks
699,"New York, New York, United States",Chief Of Staff at Ephemeral Tattoo,"Director, Strategy & Operations   at WeWork",Brown University,Environmental Science: Sustainability in Design with extensive coursework in Computer Science,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Ephemeral Tattoo,WeWork,,561990 Trading stamp redemption services
700,New York City  ,DEI Strategist at Syneos Health Communications,"Strategic Advisor, Consultant at Memorial Sloan Kettering Cancer Center",Brown University,Health and Society,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Syneos Health Communications,Memorial Sloan Kettering Cancer Center,541810 Advertising agency consulting services,622310 Tuberculosis and other respiratory illness hospitals
