,Unnamed: 0,current_location,current_work,previous_work,latest_Education,major,search_school,coordinate,state,county,city,latitude,longitude,fips,current_company,previous_company,current_company_industry,previous_company_industry,current_NAICS,previous_NAICS,current_NAICS_title,current_avg_salary,previous_NAICS_title
304,304,"Rio de Janeiro, Rio de Janeiro, Brazil",Co-Founder & CEO at W.Dental,CEO at Wooza,Pontifícia Universidade Católica do Rio de Janeiro,Computer Engineering,"University of California, Riverside","(-22.9110137, -43.2093727)",Rio de Janeiro,Região Metropolitana do Rio de,Rio de Janeiro,-22.911014,-43.209373,,W.Dental,Wooza,,,,,,,
305,305,"Orange County, California, United States",Chief Executive Officer at clearpol,"Graduate Intern, Deep Learning (full time) at NASA Langley Research Center","University of California, Irvine","Political Science, health sciences","University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,clearpol,NASA Langley Research Center,,"927110 Space flight operations, government",,92,,,
306,306,United States,Co-founder & Executive Vice President at Hughes Marino,Landlord Leasing Agent at Trammell Crow Company,University of Southern California - Marshall School of Business,Economics and Business,"University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,Hughes Marino,Trammell Crow Company,561110 Office management services,"531210 Selling real estate for others (i.e., agents, brokers)",56,53,Administrative and Support and Waste Management and Remediation Services,64366.438,Real Estate and Rental and Leasing
307,307,United States,"Founder/CEO at Commercial Capital Solutions, LLC",SVP Business Development Officer at Wells Fargo,1998–2001,"Business Administration, Finance","University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,"Commercial Capital Solutions, LLC",Wells Fargo,,522110 State commercial banks,,52,,,Finance and Insurance
308,308,"San Diego County, California, United States",General Manager at Jaguar Land Rover San Diego,Pre-Owned Director at Toyota of El Cajon,"University of California, Riverside",BA-PSYCHOLOGY,"University of California, Riverside","(32.9637838, -116.7706277)",California,San Diego,,32.963784,-116.770628,6073.0,Jaguar Land Rover San Diego,Toyota of El Cajon,,,,,,,
309,309,"Vienna, Vienna, Austria",Co-Founder & CEO at AVISIO,Strategy Consultant at EY-Parthenon,WHU – Otto Beisheim School of Management,Management (Entrepreneurship),"University of California, Riverside","(48.2083537, 16.3725042)",Wien,,Wien,48.208354,16.372504,,AVISIO,EY-Parthenon,"531312 Real estate property managers' offices, commercial",541611 Strategic planning consulting services,53,54,Real Estate and Rental and Leasing,60268.137,"Professional, Scientific, and Technical Services"
310,310,,Founder at Aromatherapy University,Sales and Marketing Manager at In-Charge Energy,Harvard University,Young Entrepreneurs Leadership Program,"University of California, Riverside",,,,,,,,Aromatherapy University,In-Charge Energy,,,,,,,
311,311,"Ahrensburg, Schleswig-Holstein, Germany",Digital Transformation Manager at Beiersdorf,Elternzeit / Parental Leave at Beiersdorf,NORDAKADEMIE Hochschule der Wirtschaft,Betriebswirtschaftslehre,"University of California, Riverside","(53.6736529, 10.2358999)",Schleswig-Holstein,Stormarn,Ahrensburg,53.673653,10.2359,,Beiersdorf,Beiersdorf,424210 Vitamins merchant wholesalers,424210 Vitamins merchant wholesalers,42,42,Wholesale Trade,68623.359,Wholesale Trade
312,312,United States,Director Of Operations at Ernest Packaging Solutions,Director of Operations at FRONTSTEPS,California State University-San Bernardino,Public Administration and Services,"University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,Ernest Packaging Solutions,FRONTSTEPS,"423850 Water treatment equipment, municipal, merchant wholesalers",,42,,Wholesale Trade,68623.359,
313,313,"Huntington Beach, California, United States",Chief Executive Officer at Stelios LLC,DOD Contractor at US Navy,American Military University,Intelligence,"University of California, Riverside","(33.6783336, -118.0000166)",California,Orange,Huntington Beach,33.678334,-118.000017,6059.0,Stelios LLC,US Navy,,"621399 RNs' (registered nurses) offices (e.g., centers, clinics)",,62,,,Health Care and Social Assistance
314,314,,CEO/ Founder at 株式会社TOP Search,"Manager, Human Resources Area at RGF Professional Recruitment Japan",Kyoto Sangyo University,"Business, Management, Marketing, and Related Support Services","University of California, Riverside",,,,,,,,株式会社TOP Search,RGF Professional Recruitment Japan,,,,,,,
315,315,"San Francisco, California, United States",Director of Innovation & Strategic Partnerships at Israel Economic Mission to the West Coast,Product Marketing & Customer Success Manager at Stanza,University of San Francisco,Sport Management,"University of California, Riverside","(37.7790262, -122.419906)",California,,San Francisco,37.779026,-122.419906,6075.0,Israel Economic Mission to the West Coast,Stanza,,999990,,99,,,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OEWS Designation)"
316,316,"Phoenix, Arizona, United States",Founder at KBSC Solutions Human Capital Consultants,,"University of California, Riverside",History,"University of California, Riverside","(33.4484367, -112.0741417)",Arizona,Maricopa,Phoenix,33.448437,-112.074142,4013.0,KBSC Solutions Human Capital Consultants,,,,,,,,
317,317,"Austin, Texas, United States",Digital Campaign Manager - Email and Push at Whole Foods Market,"Specialist, CRM Campaign Marketing at Guitar Center","University of California, Riverside",Business Administration,"University of California, Riverside","(30.2711286, -97.7436995)",Texas,Travis,Austin,30.271129,-97.7437,48453.0,Whole Foods Market,Guitar Center,445110 Supermarkets,,44-45,,Retail Trade,56013.266,
318,318, Seattle ,Director Of Ecommerce at Evolve,Director Of Ecommerce (Head of Ecommerce) at Wyze,UC Riverside,Computer Science,"University of California, Riverside","(47.6038321, -122.3300624)",Washington,King,Seattle,47.603832,-122.330062,53033.0,Evolve,Wyze,541990 Weather forecasting services,541611 Strategic planning consulting services,54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
319,319,,Chief Creative Officer (CCO) at IQHi Inc.,"Graduate Researcher at University of California, Riverside",Central South University,Applied Physics,"University of California, Riverside",,,,,,,,IQHi Inc.,"University of California, Riverside",,"923110 University regents or boards, government",,92,,,
320,320,"Vitória, Espírito Santo, Brazil",CEO at Dersalis,,Fundação Getulio Vargas,"Business Administration and Management, General","University of California, Riverside","(-20.3200917, -40.3376682)",Espírito Santo,Região Metropolitana da Grande,Vitória,-20.320092,-40.337668,,Dersalis,,,,,,,,
321,321,"Anaheim, California, United States",CEO at Young Nails,,"University of California, Riverside",,"University of California, Riverside","(33.8347516, -117.911732)",California,Orange,Anaheim,33.834752,-117.911732,6059.0,Young Nails,,"325620 Towelettes, premoistened, manufacturing",,31-33,,Manufacturing,69174.562,
322,322,Los Angeles  ,Director Of Ecommerce at Co,Ecommerce Merchandising Manager at Carbon38,"University of California, Riverside",Media Studies - Film and Visual Media,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Co,Carbon38,"424320 Work clothing, men's and boys', merchant wholesalers",,42,,Wholesale Trade,68623.359,
323,323,"Orange County, California, United States",Director Environmental Sustainability at Danaher Corporation,"Director Environment, Health & Safety at Hocking International Laboratories",University of Southern California,Environmental Engineering,"University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,Danaher Corporation,Hocking International Laboratories,"334510 Ultrasonic scanning devices, medical, manufacturing","423850 Water treatment equipment, municipal, merchant wholesalers",31-33,42,Manufacturing,69174.562,Wholesale Trade
324,324,,West Coast Partnerships Manager at Hawke Media,Account Executive at Paolucci Salling & Martin,"University of California, Riverside","Business Administration and Management, General","University of California, Riverside",,,,,,,,Hawke Media,Paolucci Salling & Martin,541613 Sales management consulting services,,54,,"Professional, Scientific, and Technical Services",77645.346,
325,325,"Los Angeles, California, United States",Founder & Principal at The Culturist Group,"Vice President, North America Strategy & General Manager, Los Angeles at MMGY Global","University of California, Riverside",Political Science/Marketing,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,The Culturist Group,MMGY Global,,541810 Advertising agency consulting services,,54,,,"Professional, Scientific, and Technical Services"
326,326,United States,Senior Director of Analytics & Strategy at Continuum Global,Analytics Advisor at Kaiser Permanente,"University of California, Riverside",Economics,"University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,Continuum Global,Kaiser Permanente,541611 Strategic planning consulting services,524114 Medical service plans without providing health care services,54,52,"Professional, Scientific, and Technical Services",77645.346,Finance and Insurance
327,327,Los Angeles  ,"Sr. Manager Revenue Planning & Analytics, Ad Platforms at Apple","Manager Revenue Planning & Analytics, Ad Platforms at Apple","University of California, Riverside",Finance and Information Systems,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Apple,Apple,"511210 Utility software, computer, packaged","511210 Utility software, computer, packaged",51,51,Information,73855.595,Information
328,328,Los Angeles  ,Director Of Operations at The Dental Views,"Senior, Director of Talent and Orginization Development at West Coast Dental Services","University of California, Riverside","Business Administration and Management, General","University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,The Dental Views,West Coast Dental Services,,"621210 Surgeons', dental, offices (e.g., centers, clinics)",,62,,,Health Care and Social Assistance
329,329,"Los Angeles, California, United States",Partner Growth Manager (Account Executive) at VIZIO Ads,Real Estate Agent at The Stephanie Younger Group - Compass,"University of California, Riverside",Business Administration,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,VIZIO Ads,The Stephanie Younger Group - Compass,,,,,,,
330,330,"Richmond, Virginia, United States",Senior Vice President at Carpenter Company,,"University of California, Riverside",,"University of California, Riverside","(37.5385087, -77.43428)",Virginia,,Richmond,37.538509,-77.43428,51159.0,Carpenter Company,,"541910 Sampling services, statistical",,54,,"Professional, Scientific, and Technical Services",77645.346,
